Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Transmission,Owner,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_Petrol,Seller_Type_Dealer,Seller_Type_Individual,Price_Category
ritz,0.12889700346071423,0.09312320916905445,0.0571087993064586,-0.2562244610375879,0.0,0,0.0,0.0,1.0,1.0,0.0,1
sx4,-0.217513693340034,0.1332378223495702,0.09991330732553098,0.1559105027720208,0.0,0,0.0,1.0,0.0,1.0,0.0,1
ciaz,1.168129093862959,0.20487106017191978,0.10327264846120503,-0.7739690093234088,0.0,0,0.0,0.0,1.0,1.0,0.0,2
wagon r,-0.9103350869415304,0.07879656160458454,0.041504117902037285,-0.8177583492281797,0.0,0,0.0,0.0,1.0,1.0,0.0,1
swift,0.12889700346071423,0.12893982808022922,0.07097962722149978,0.14174336339106547,0.0,0,0.0,1.0,0.0,1.0,0.0,1
vitara brezza,1.514539790663707,0.26217765042979946,0.10305591677503251,-0.8983564930881963,0.0,0,0.0,1.0,0.0,1.0,0.0,2
ciaz,0.47530770026146246,0.19054441260744986,0.08452535760728218,-0.46754666373096476,0.0,0,0.0,0.0,1.0,1.0,0.0,2
s cross,0.47530770026146246,0.18338108882521492,0.08983528391850888,-0.09062348089183953,0.0,0,0.0,1.0,0.0,1.0,0.0,2
ciaz,0.8217183970622106,0.24785100286532952,0.09286952752492415,-0.42950145488429026,0.0,0,0.0,1.0,0.0,1.0,0.0,2
ciaz,0.47530770026146246,0.21060171919770776,0.09319462505418293,0.13960541326630313,0.0,0,0.0,1.0,0.0,1.0,0.0,2
alto 800,1.168129093862959,0.07879656160458454,0.035543996532293023,-0.8967079532329579,0.0,0,0.0,0.0,1.0,1.0,0.0,1
ciaz,0.47530770026146246,0.19340974212034384,0.10901603814477678,0.3619779846768251,0.0,0,0.0,1.0,0.0,1.0,0.0,2
ciaz,0.47530770026146246,0.21203438395415475,0.10424794104898136,-0.5653256838947944,1.0,0,0.0,0.0,1.0,1.0,0.0,2
ertiga,0.47530770026146246,0.17191977077363899,0.08008235804074555,-0.28198289627568845,0.0,0,0.0,0.0,1.0,1.0,0.0,2
dzire,-1.603156480543027,0.06160458452722064,0.0746640658864326,1.042696152714108,0.0,0,0.0,0.0,1.0,1.0,0.0,1
ertiga,0.8217183970622106,0.2191977077363897,0.11345903771131338,0.1559105027720208,0.0,0,0.0,1.0,0.0,1.0,0.0,2
ertiga,0.47530770026146246,0.20487106017191978,0.11345903771131338,0.12185785138725186,0.0,0,0.0,1.0,0.0,1.0,0.0,2
ertiga,0.8217183970622106,0.2191977077363897,0.11345903771131338,0.1559105027720208,0.0,0,0.0,1.0,0.0,1.0,0.0,2
wagon r,0.47530770026146246,0.09025787965616047,0.05169050715214564,-0.03727776151373329,0.0,0,1.0,0.0,0.0,1.0,0.0,1
sx4,-1.2567457837422786,0.07306590257879657,0.08300823580407456,0.11577886067106014,0.0,0,0.0,0.0,1.0,1.0,0.0,1
alto k10,0.8217183970622106,0.07879656160458454,0.0393368010403121,-0.307741331513789,0.0,0,0.0,0.0,1.0,1.0,0.0,1
ignis,1.168129093862959,0.1375358166189112,0.05840918942349371,-0.8898819678948613,0.0,0,0.0,0.0,1.0,1.0,0.0,1
sx4,-0.9103350869415304,0.12320916905444129,0.08333333333333333,0.33621954943872456,1.0,0,0.0,0.0,1.0,1.0,0.0,1
alto k10,0.12889700346071423,0.0687679083094556,0.034026874729085395,0.21463973511489,0.0,0,0.0,0.0,1.0,1.0,0.0,1
wagon r,-0.217513693340034,0.08022922636103152,0.044321629822280016,0.5134118254416182,0.0,0,0.0,0.0,1.0,1.0,0.0,1
swift,-0.9103350869415304,0.08309455587392552,0.05060684872128306,-0.4365335077042917,0.0,0,0.0,0.0,1.0,1.0,0.0,1
swift,-0.217513693340034,0.11604584527220632,0.06014304291287387,0.4685663896920852,0.0,0,0.0,0.0,1.0,1.0,0.0,1
swift,1.168129093862959,0.169054441260745,0.06686172518422194,-0.5344155616090738,0.0,0,0.0,0.0,1.0,0.0,1.0,2
alto k10,-1.2567457837422786,0.05300859598853868,0.0393368010403121,0.19563000990917181,0.0,0,0.0,0.0,1.0,1.0,0.0,1
ciaz,0.47530770026146246,0.21060171919770776,0.10901603814477678,0.20742737324822186,0.0,0,0.0,1.0,0.0,1.0,0.0,2
ritz,-0.5639243901407822,0.08595988538681949,0.06133506718682272,0.37328593774635127,0.0,0,0.0,1.0,0.0,1.0,0.0,1
ritz,-0.9103350869415304,0.06446991404011462,0.04952319029042045,0.44440497743874685,0.0,0,0.0,0.0,1.0,1.0,0.0,1
swift,0.12889700346071423,0.1389684813753582,0.07769830949284785,0.0528767618196186,0.0,0,0.0,1.0,0.0,1.0,0.0,1
ertiga,0.12889700346071423,0.169054441260745,0.10435630689206761,0.20742737324822186,0.0,0,0.0,1.0,0.0,1.0,0.0,2
dzire,0.12889700346071423,0.1547277936962751,0.08387516254876463,0.20742737324822186,0.0,0,0.0,1.0,0.0,1.0,0.0,2
sx4,-0.9103350869415304,0.08166189111747853,0.08040745557000434,0.3361680325682484,0.0,0,1.0,0.0,0.0,1.0,0.0,1
dzire,0.47530770026146246,0.13037249283667623,0.07455570004334634,0.3044593987901466,0.0,0,0.0,0.0,1.0,1.0,0.0,1
800,-3.6816206613475164,0.0071633237822349575,0.021239705244906804,2.319619062772466,0.0,0,0.0,0.0,1.0,0.0,1.0,0
alto k10,0.8217183970622106,0.08309455587392552,0.037277850021673165,-0.6920829437014872,0.0,0,0.0,0.0,1.0,1.0,0.0,1
sx4,-3.6816206613475164,0.06160458452722064,0.08300823580407456,0.6453207722959311,0.0,0,0.0,0.0,1.0,1.0,0.0,1
baleno,0.8217183970622106,0.16475644699140402,0.08181621153012571,-0.32000234668712485,1.0,0,0.0,0.0,1.0,1.0,0.0,2
alto k10,0.12889700346071423,0.07020057306590258,0.03966189856957087,0.25137126376442137,0.0,0,0.0,0.0,1.0,1.0,0.0,1
sx4,-1.949567177343775,0.05300859598853868,0.07401387082791505,0.542287031343529,0.0,0,0.0,0.0,1.0,1.0,0.0,1
dzire,0.12889700346071423,0.1547277936962751,0.08387516254876463,0.2275189527339403,0.0,0,0.0,1.0,0.0,1.0,0.0,2
omni,-0.5639243901407822,0.032951289398280806,0.025682704811443434,0.33621954943872456,0.0,0,0.0,0.0,1.0,1.0,0.0,0
ciaz,0.12889700346071423,0.21203438395415475,0.1270047680970958,-0.5653256838947944,1.0,0,0.0,0.0,1.0,1.0,0.0,2
ritz,-0.217513693340034,0.07306590257879657,0.04952319029042045,0.7105411303188016,0.0,0,0.0,0.0,1.0,1.0,0.0,1
wagon r,-2.6423885709452715,0.027220630372492838,0.041504117902037285,0.7225960780102327,0.0,0,0.0,0.0,1.0,1.0,0.0,0
ertiga,0.47530770026146246,0.16332378223495703,0.08008235804074555,-0.2853314928566415,0.0,0,0.0,0.0,1.0,1.0,0.0,2
ciaz,1.168129093862959,0.2191977077363897,0.0972041612483745,0.0013598913434175208,1.0,0,0.0,0.0,1.0,1.0,0.0,2
fortuner,-0.5639243901407822,0.4240687679083095,0.3282401387082791,1.745386266009491,1.0,0,0.0,1.0,0.0,1.0,0.0,2
fortuner,0.47530770026146246,0.6561604584527221,0.3282401387082791,0.07863519705771915,1.0,0,0.0,1.0,0.0,1.0,0.0,2
innova,1.168129093862959,0.512893982808023,0.21077156480277418,-0.5653256838947944,1.0,0,0.0,1.0,0.0,1.0,0.0,2
fortuner,-0.217513693340034,0.4555873925501433,0.3282401387082791,2.5256865446772707,1.0,0,0.0,1.0,0.0,0.0,1.0,2
innova,-2.98879926774602,0.07593123209169056,0.10717381881231038,1.3665569589627462,0.0,0,0.0,0.0,1.0,0.0,1.0,1
corolla altis,-1.603156480543027,0.1002865329512894,0.15951452102297356,0.8513882542007355,1.0,0,0.0,0.0,1.0,1.0,0.0,1
etios cross,0.47530770026146246,0.12607449856733527,0.07531426094495015,0.09239020147486483,0.0,0,0.0,0.0,1.0,1.0,0.0,1
corolla altis,-1.2567457837422786,0.1332378223495702,0.1974425661031643,0.33621954943872456,0.0,0,0.0,0.0,1.0,1.0,0.0,1
etios g,0.12889700346071423,0.11461318051575932,0.07022106631989597,0.06536960291009737,0.0,1,0.0,0.0,1.0,1.0,0.0,1
fortuner,0.12889700346071423,0.5699140401146132,0.3862158647594278,0.10439363229581969,1.0,0,0.0,1.0,0.0,1.0,0.0,2
corolla altis,-0.217513693340034,0.19627507163323785,0.1982011270047681,0.07866095549295725,0.0,0,0.0,0.0,1.0,1.0,0.0,2
etios cross,0.47530770026146246,0.12607449856733527,0.0799739921976593,0.09378115697772227,0.0,0,0.0,0.0,1.0,1.0,0.0,1
fortuner,0.12889700346071423,0.5343839541547278,0.3862158647594278,1.05745573610554,1.0,0,0.0,1.0,0.0,1.0,0.0,2
fortuner,0.47530770026146246,0.670487106017192,0.3862158647594278,0.25894424372442293,1.0,0,0.0,1.0,0.0,1.0,0.0,2
fortuner,1.168129093862959,0.9426934097421205,0.3891417425227568,-0.7971516010376993,1.0,0,0.0,1.0,0.0,1.0,0.0,2
etios liva,0.12889700346071423,0.1332378223495702,0.07184655396618986,0.20742737324822186,0.0,0,0.0,1.0,0.0,1.0,0.0,1
innova,1.168129093862959,0.5630372492836676,0.2473992197659298,-0.6683594248471966,1.0,0,0.0,0.0,1.0,1.0,0.0,2
fortuner,-1.2567457837422786,0.26217765042979946,0.2181404421326398,0.5680454665816295,0.0,0,0.0,1.0,0.0,1.0,0.0,2
corolla altis,-0.9103350869415304,0.12177650429799428,0.14542696142175987,1.3150400884865452,0.0,0,0.0,0.0,1.0,1.0,0.0,1
corolla altis,0.8217183970622106,0.4054441260744986,0.22312527091460774,-0.6426009896090961,0.0,0,0.0,0.0,1.0,1.0,0.0,2
etios liva,0.12889700346071423,0.11031518624641835,0.06978760294755093,0.877146689438836,0.0,0,0.0,1.0,0.0,1.0,0.0,1
corolla altis,-0.9103350869415304,0.12607449856733527,0.13177286519289122,0.20742737324822186,0.0,0,0.0,1.0,0.0,1.0,0.0,1
corolla altis,-0.217513693340034,0.21060171919770776,0.1982011270047681,0.49079591930256594,0.0,0,0.0,0.0,1.0,1.0,0.0,2
etios liva,-0.9103350869415304,0.07306590257879657,0.05840918942349371,0.1559105027720208,0.0,0,0.0,0.0,1.0,1.0,0.0,1
etios cross,0.12889700346071423,0.1375358166189112,0.09330299089726918,1.1862479122960425,0.0,0,0.0,1.0,0.0,1.0,0.0,1
etios g,0.47530770026146246,0.11031518624641835,0.07022106631989597,-0.024398543894683024,0.0,0,0.0,0.0,1.0,1.0,0.0,1
corolla altis,-0.217513693340034,0.1547277936962751,0.15561335067186824,0.9029051246769365,0.0,0,0.0,0.0,1.0,1.0,0.0,2
corolla,-3.335209964546768,0.04011461318051576,0.13036410923276984,2.5296533437039384,1.0,0,0.0,0.0,1.0,1.0,0.0,1
corolla altis,-1.2567457837422786,0.14756446991404013,0.24393151278716949,1.108972606581741,1.0,0,0.0,0.0,1.0,1.0,0.0,1
fortuner,-0.5639243901407822,0.41260744985673353,0.3282401387082791,1.3407985237246458,1.0,0,0.0,1.0,0.0,1.0,0.0,2
corolla altis,0.8217183970622106,0.4191977077363897,0.1578890333766797,-0.3592582019899901,0.0,0,0.0,1.0,0.0,1.0,0.0,2
etios gd,0.47530770026146246,0.1332378223495702,0.08159947984395319,0.07863519705771915,0.0,0,0.0,1.0,0.0,1.0,0.0,1
innova,1.168129093862959,0.6561604584527221,0.2716731686172518,-0.5653256838947944,1.0,0,0.0,1.0,0.0,1.0,0.0,2
innova,0.47530770026146246,0.3553008595988539,0.14239271781534463,0.027118326581518064,0.0,0,0.0,1.0,0.0,1.0,0.0,2
innova,-2.98879926774602,0.09713467048710603,0.14239271781534463,4.12724301404141,0.0,0,0.0,1.0,0.0,1.0,0.0,1
camry,-2.6423885709452715,0.0687679083094556,0.2536844386649328,2.7059955913439744,1.0,3,0.0,0.0,1.0,0.0,1.0,1
land cruiser,-1.2567457837422786,1.0,1.0,1.05745573610554,0.0,0,0.0,1.0,0.0,1.0,0.0,2
corolla altis,-0.5639243901407822,0.16618911174785103,0.14542696142175987,0.49077016086732783,0.0,0,0.0,0.0,1.0,1.0,0.0,2
etios liva,-0.217513693340034,0.09598853868194844,0.06209362808842653,0.25894424372442293,0.0,0,0.0,0.0,1.0,1.0,0.0,1
etios g,0.12889700346071423,0.1332378223495702,0.06978760294755093,0.07863519705771915,0.0,0,0.0,0.0,1.0,1.0,0.0,1
corolla altis,-1.603156480543027,0.10601719197707737,0.1982011270047681,0.6453207722959311,0.0,0,0.0,0.0,1.0,1.0,0.0,1
innova,0.12889700346071423,0.3194842406876791,0.1708929345470308,0.5485205726711493,0.0,0,0.0,1.0,0.0,1.0,0.0,2
innova,-2.98879926774602,0.09770773638968482,0.14499349804941483,0.9801804303912381,0.0,0,0.0,0.0,1.0,1.0,0.0,1
fortuner,0.47530770026146246,0.6561604584527221,0.3282401387082791,0.07863519705771915,1.0,0,0.0,1.0,0.0,1.0,0.0,2
corolla altis,-1.949567177343775,0.11174785100286534,0.24338968357173824,1.3407985237246458,1.0,0,0.0,0.0,1.0,1.0,0.0,1
corolla altis,-0.5639243901407822,0.16475644699140402,0.1982011270047681,0.9029051246769365,0.0,0,0.0,0.0,1.0,1.0,0.0,2
innova,0.8217183970622106,0.5916905444126075,0.2716731686172518,-0.20470759056138682,1.0,0,0.0,1.0,0.0,1.0,0.0,2
corolla altis,1.168129093862959,0.4842406876790831,0.1985262245340269,-0.7276038258948279,0.0,0,0.0,0.0,1.0,1.0,0.0,2
corolla altis,-0.217513693340034,0.19914040114613182,0.1982011270047681,0.20742737324822186,0.0,0,0.0,0.0,1.0,1.0,0.0,2
fortuner,-1.2567457837422786,0.27363896848137537,0.2181404421326398,0.336837751884439,0.0,0,0.0,1.0,0.0,1.0,0.0,2
Royal Enfield Thunder 500,0.8217183970622106,0.04727793696275072,0.017121803207628954,-0.874426906752001,0.0,0,0.0,0.0,1.0,0.0,1.0,1
UM Renegade Mojave,1.168129093862959,0.045845272206303724,0.016254876462938883,-0.9156404031329618,0.0,0,0.0,0.0,1.0,0.0,1.0,1
KTM RC200,1.168129093862959,0.044412607449856735,0.015821413090593844,-0.8486684715139003,0.0,0,0.0,0.0,1.0,0.0,1.0,1
Bajaj Dominar 400,1.168129093862959,0.03868194842406877,0.01387082791504118,-0.920792090180582,0.0,0,0.0,0.0,1.0,0.0,1.0,1
Royal Enfield Classic 350,1.168129093862959,0.03581661891117479,0.012462071954919808,-0.8460926279900903,0.0,0,0.0,0.0,1.0,0.0,1.0,0
KTM RC390,0.47530770026146246,0.03581661891117479,0.022214997832683138,-0.39274416779952076,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Hyosung GT250R,0.12889700346071423,0.03581661891117479,0.033918508885999135,-0.5266880310376436,0.0,1,0.0,0.0,1.0,0.0,1.0,0
Royal Enfield Thunder 350,-0.217513693340034,0.032951289398280806,0.012787169484178587,-0.5653256838947944,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Royal Enfield Thunder 350,0.8217183970622106,0.03151862464183381,0.012787169484178587,-0.4880503781804928,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Royal Enfield Classic 350,1.168129093862959,0.03151862464183381,0.012462071954919808,-0.6683594248471966,0.0,0,0.0,0.0,1.0,0.0,1.0,0
KTM RC200,0.8217183970622106,0.03151862464183381,0.015821413090593844,-0.7971516010376993,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Royal Enfield Thunder 350,0.8217183970622106,0.030085959885386815,0.012787169484178587,-0.7276038258948279,0.0,0,0.0,0.0,1.0,0.0,1.0,0
KTM 390 Duke ,0.12889700346071423,0.030085959885386815,0.022540095361941914,-0.7713931657995988,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Mahindra Mojo XT300,0.8217183970622106,0.030085959885386815,0.011703511053315994,-0.050156979132783566,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Royal Enfield Classic 350,0.47530770026146246,0.030085959885386815,0.012462071954919808,-0.5138088134185933,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Royal Enfield Classic 350,0.47530770026146246,0.028939828080229227,0.012462071954919808,-0.5009295957995431,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Royal Enfield Classic 350,-0.217513693340034,0.028653295128939833,0.012462071954919808,-0.10167384960898465,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Royal Enfield Thunder 500,0.47530770026146246,0.028653295128939833,0.017121803207628954,-0.5910841191328949,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Royal Enfield Classic 350,0.47530770026146246,0.028653295128939833,0.012462071954919808,-0.28198289627568845,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Royal Enfield Thunder 500,-0.217513693340034,0.027220630372492838,0.017121803207628954,-0.8126066621805597,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Bajaj Pulsar RS200,0.8217183970622106,0.027220630372492838,0.010186389250108365,-0.8048791316091295,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Royal Enfield Thunder 350,-0.9103350869415304,0.027220630372492838,0.012787169484178587,-0.7739690093234088,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Royal Enfield Bullet 350,0.8217183970622106,0.027220630372492838,0.009211096662332031,-0.7971516010376993,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Royal Enfield Classic 350,-0.217513693340034,0.025787965616045846,0.012462071954919808,0.24606502610537268,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Royal Enfield Classic 500,-0.5639243901407822,0.024355300859598854,0.015496315561335065,-0.6554802072281464,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Royal Enfield Classic 500,-1.603156480543027,0.022922636103151862,0.015496315561335065,0.07863519705771915,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Bajaj Avenger 220,1.168129093862959,0.022922636103151862,0.00682704811443433,-0.9182162466567718,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Bajaj Avenger 150,0.8217183970622106,0.01862464183381089,0.005201560468140443,-0.7713931657995988,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Honda CB Hornet 160R,1.168129093862959,0.02005730659025788,0.005960121369744256,-0.874426906752001,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Yamaha FZ S V 2.0,1.168129093862959,0.019484240687679084,0.005635023840485478,-0.8229100362757998,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Honda CB Hornet 160R,1.168129093862959,0.01862464183381089,0.005960121369744256,-0.6683594248471966,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Yamaha FZ 16,0.47530770026146246,0.01862464183381089,0.005418292154312961,-0.4880503781804928,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Bajaj Avenger 220,1.168129093862959,0.01862464183381089,0.00682704811443433,-0.8615476891329507,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Bajaj Avenger 220,0.8217183970622106,0.01776504297994269,0.00682704811443433,-0.9388229948472523,0.0,0,0.0,0.0,1.0,0.0,1.0,0
TVS Apache RTR 160,1.168129093862959,0.015759312320916905,0.005309926311226701,-0.6477526766567162,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Bajaj Pulsar 150,0.47530770026146246,0.015759312320916905,0.004551365409622887,-0.8229100362757998,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Honda CBR 150,0.12889700346071423,0.015759312320916905,0.00953619419159081,-0.34637898437093984,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Hero Extreme,-0.217513693340034,0.015759312320916905,0.0050606848721283055,-0.5395672486566939,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Honda CB Hornet 160R,0.8217183970622106,0.014326647564469913,0.005960121369744256,-0.5653256838947944,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Bajaj Avenger 220 dtsi,0.47530770026146246,0.014326647564469913,0.00682704811443433,-0.5241121875138336,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Honda CBR 150,-0.217513693340034,0.014326647564469913,0.00953619419159081,-0.1274322848470852,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Bajaj Avenger 150 street,0.8217183970622106,0.014326647564469913,0.005201560468140443,-0.4365335077042917,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Yamaha FZ  v 2.0,0.47530770026146246,0.014326647564469913,0.005635023840485478,-0.20470759056138682,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Yamaha FZ  v 2.0,0.8217183970622106,0.014326647564469913,0.005635023840485478,-0.307741331513789,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Bajaj Pulsar  NS 200,0.12889700346071423,0.014326647564469913,0.007260511486779367,-0.307741331513789,0.0,0,0.0,0.0,1.0,0.0,1.0,0
TVS Apache RTR 160,-0.5639243901407822,0.014326647564469913,0.005309926311226701,-0.46229194294239223,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Hero Extreme,0.12889700346071423,0.012893982808022925,0.0050606848721283055,-0.5653256838947944,0.0,0,0.0,0.0,1.0,0.0,1.0,0
Yamaha FZ S V 2.0,0.47530770026146246,0.012893982808022925,0.005635023840485478,0.542287031343529,0.0,0,0.0,0.0,1.0,0.0,1.0,0
